-0.0252918	0.667665	
-0.0252912	0.667644	
-0.0252905	0.667623	
-0.0252898	0.667602	
-0.0252891	0.667581	
-0.0252885	0.66756	
-0.0252878	0.667539	
-0.0252872	0.667519	
-0.0252865	0.667498	
-0.0252859	0.667477	
-0.0252853	0.667457	
-0.0252846	0.667436	
-0.025284	0.667416	
-0.0252834	0.667395	
-0.0252828	0.667375	
-0.0252822	0.667355	
-0.0252816	0.667335	
-0.025281	0.667315	
-0.0252804	0.667295	
-0.0252798	0.667275	
-0.0252792	0.667255	
-0.0252787	0.667235	
-0.0252781	0.667215	
-0.0252775	0.667196	
-0.025277	0.667176	
-0.0252764	0.667157	
-0.0252759	0.667138	
-0.0252753	0.667118	
-0.0252748	0.667099	
-0.0252743	0.66708	
-0.0252738	0.667061	
-0.0252733	0.667042	
-0.0252728	0.667024	
-0.0252723	0.667005	
-0.0252718	0.666987	
-0.0252713	0.666968	
-0.0252708	0.66695	
-0.0252703	0.666932	
-0.0252698	0.666913	
-0.0252694	0.666895	
-0.0252689	0.666878	
-0.0252685	0.66686	
-0.025268	0.666842	
-0.0252676	0.666824	
-0.0252671	0.666807	
-0.0252667	0.66679	
-0.0252663	0.666772	
-0.0252659	0.666755	
-0.0252655	0.666738	
-0.0252651	0.666722	
-0.0252647	0.666705	
-0.0252643	0.666688	
-0.0252639	0.666672	
-0.0252635	0.666655	
-0.0252631	0.666639	
-0.0252628	0.666623	
-0.0252624	0.666607	
-0.0252621	0.666591	
-0.0252617	0.666575	
-0.0252614	0.66656	
-0.025261	0.666544	
-0.0252607	0.666529	
-0.0252604	0.666514	
-0.0252601	0.666499	
-0.0252598	0.666484	
-0.0252595	0.666469	
-0.0252592	0.666454	
-0.0252589	0.66644	
-0.0252586	0.666425	
-0.0252583	0.666411	
-0.025258	0.666397	
-0.0252578	0.666383	
-0.0252575	0.666369	
-0.0252572	0.666356	
-0.025257	0.666342	
-0.0252568	0.666329	
-0.0252565	0.666315	
-0.0252563	0.666302	
-0.0252561	0.666289	
-0.0252558	0.666276	
-0.0252556	0.666264	
-0.0252554	0.666251	
-0.0252552	0.666239	
-0.025255	0.666227	
-0.0252548	0.666214	
-0.0252547	0.666202	
-0.0252545	0.666191	
-0.0252543	0.666179	
-0.0252541	0.666167	
-0.025254	0.666156	
-0.0252538	0.666145	
-0.0252537	0.666134	
-0.0252535	0.666123	
-0.0252534	0.666112	
-0.0252533	0.666102	
-0.0252532	0.666091	
-0.025253	0.666081	
-0.0252529	0.666071	
-0.0252528	0.666061	
-0.0252527	0.666051	
-0.0252526	0.666041	
-0.0252525	0.666032	
-0.0252525	0.666022	
-0.0252524	0.666013	
-0.0252523	0.666004	
-0.0252522	0.665995	
-0.0252522	0.665986	
-0.0252521	0.665978	
-0.0252521	0.665969	
-0.025252	0.665961	
-0.025252	0.665953	
-0.025252	0.665945	
-0.0252519	0.665937	
-0.0252519	0.665929	
-0.0252519	0.665922	
-0.0252519	0.665914	
-0.0252519	0.665907	
-0.0252519	0.6659	
-0.0252519	0.665893	
-0.0252519	0.665886	
-0.0252519	0.66588	
-0.0252519	0.665873	
-0.0252519	0.665867	
-0.025252	0.665861	
-0.025252	0.665855	
-0.025252	0.665849	
-0.0252521	0.665843	
-0.0252521	0.665838	
-0.0252522	0.665832	
-0.0252522	0.665827	
-0.0252523	0.665822	
-0.0252524	0.665817	
-0.0252525	0.665812	
-0.0252525	0.665808	
-0.0252526	0.665803	
-0.0252527	0.665799	
-0.0252528	0.665795	
-0.0252529	0.665791	
-0.025253	0.665787	
-0.0252531	0.665783	
-0.0252532	0.665779	
-0.0252533	0.665776	
-0.0252535	0.665773	
-0.0252536	0.66577	
-0.0252537	0.665767	
-0.0252538	0.665764	
-0.025254	0.665761	
-0.0252541	0.665759	
-0.0252543	0.665756	
-0.0252544	0.665754	
-0.0252546	0.665752	
-0.0252547	0.66575	
-0.0252549	0.665748	
-0.0252551	0.665746	
-0.0252552	0.665745	
-0.0252554	0.665743	
-0.0252556	0.665742	
-0.0252558	0.665741	
-0.025256	0.66574	
-0.0252562	0.665739	
-0.0252563	0.665738	
-0.0252565	0.665738	
-0.0252567	0.665738	
-0.025257	0.665737	
-0.0252572	0.665737	
-0.0252574	0.665737	
-0.0252576	0.665737	
-0.0252578	0.665737	
-0.025258	0.665738	
-0.0252583	0.665738	
-0.0252585	0.665739	
