0.700492	-56.026	19.3291	
0.726573	-56.0994	19.1514	
0.727931	-56.109	19.1561	
0.72927	-56.1184	19.1608	
0.730596	-56.1277	19.1654	
0.731911	-56.137	19.1699	
0.733216	-56.1461	19.1745	
0.734511	-56.1553	19.179	
0.735796	-56.1643	19.1834	
0.737071	-56.1733	19.1878	
0.738336	-56.1822	19.1922	
0.73959	-56.191	19.1966	
0.740834	-56.1998	19.2009	
0.742067	-56.2084	19.2051	
0.74329	-56.2171	19.2093	
0.744502	-56.2256	19.2135	
0.745704	-56.234	19.2177	
0.746894	-56.2424	19.2217	
0.748074	-56.2507	19.2258	
0.749242	-56.259	19.2298	
0.7504	-56.2671	19.2338	
0.751547	-56.2752	19.2377	
0.752682	-56.2832	19.2416	
0.753807	-56.2911	19.2454	
0.75492	-56.299	19.2492	
0.756022	-56.3067	19.253	
0.757112	-56.3144	19.2567	
0.758192	-56.322	19.2604	
0.759259	-56.3295	19.264	
0.760316	-56.337	19.2676	
0.76136	-56.3444	19.2711	
0.762394	-56.3516	19.2746	
0.763415	-56.3588	19.2781	
0.764425	-56.366	19.2815	
0.765423	-56.373	19.2849	
0.76641	-56.3799	19.2882	
0.767384	-56.3868	19.2915	
0.768347	-56.3936	19.2947	
0.769298	-56.4003	19.2979	
0.770237	-56.4069	19.301	
0.771165	-56.4135	19.3042	
0.77208	-56.4199	19.3072	
0.772983	-56.4263	19.3102	
0.773874	-56.4326	19.3132	
0.774754	-56.4388	19.3161	
0.775621	-56.4449	19.319	
0.776476	-56.4509	19.3218	
0.777319	-56.4569	19.3246	
0.77815	-56.4627	19.3274	
0.778968	-56.4685	19.3301	
0.779775	-56.4742	19.3327	
0.780569	-56.4798	19.3353	
0.781351	-56.4853	19.3379	
0.782121	-56.4908	19.3404	
0.782878	-56.4961	19.3429	
0.783623	-56.5014	19.3453	
0.784356	-56.5065	19.3477	
0.785077	-56.5116	19.35	
0.785785	-56.5166	19.3523	
0.786481	-56.5215	19.3545	
0.787165	-56.5264	19.3567	
0.787837	-56.5311	19.3589	
0.788496	-56.5357	19.361	
0.789142	-56.5403	19.3631	
0.789777	-56.5448	19.3651	
0.790399	-56.5492	19.3671	
0.791009	-56.5535	19.369	
0.791606	-56.5577	19.3709	
0.792191	-56.5618	19.3727	
0.792764	-56.5659	19.3745	
0.793325	-56.5698	19.3763	
0.793873	-56.5737	19.378	
0.794409	-56.5775	19.3796	
0.794932	-56.5812	19.3812	
0.795443	-56.5848	19.3828	
0.795942	-56.5883	19.3843	
0.796429	-56.5917	19.3858	
0.796904	-56.5951	19.3873	
0.797366	-56.5984	19.3887	
0.797816	-56.6015	19.39	
0.798254	-56.6046	19.3913	
0.798679	-56.6076	19.3926	
0.799093	-56.6105	19.3938	
0.799494	-56.6134	19.395	
0.799883	-56.6161	19.3961	
0.80026	-56.6188	19.3972	
0.800625	-56.6214	19.3982	
0.800978	-56.6239	19.3992	
0.801319	-56.6263	19.4002	
0.801648	-56.6286	19.4011	
0.801965	-56.6308	19.4019	
0.80227	-56.633	19.4028	
0.802563	-56.635	19.4035	
0.802844	-56.637	19.4043	
0.803113	-56.6389	19.405	
0.803371	-56.6407	19.4056	
0.803616	-56.6425	19.4062	
0.80385	-56.6441	19.4068	
0.804072	-56.6457	19.4073	
0.804283	-56.6472	19.4078	
0.804482	-56.6486	19.4083	
0.804669	-56.6499	19.4087	
0.804845	-56.6511	19.409	
0.805009	-56.6523	19.4093	
0.805161	-56.6534	19.4096	
0.805303	-56.6544	19.4099	
0.805432	-56.6553	19.4101	
0.805551	-56.6561	19.4102	
0.805658	-56.6569	19.4103	
0.805754	-56.6575	19.4104	
0.805838	-56.6581	19.4104	
0.805911	-56.6586	19.4104	
0.805974	-56.6591	19.4104	
0.806025	-56.6594	19.4103	
0.806065	-56.6597	19.4102	
0.806094	-56.6599	19.41	
0.806113	-56.66	19.4098	
0.806121	-56.6601	19.4096	
0.806117	-56.6601	19.4093	
0.806103	-56.6599	19.409	
0.806078	-56.6598	19.4087	
0.806043	-56.6595	19.4083	
0.805997	-56.6592	19.4078	
0.80594	-56.6588	19.4074	
0.805873	-56.6583	19.4069	
0.805796	-56.6577	19.4063	
0.805708	-56.6571	19.4058	
0.80561	-56.6564	19.4052	
0.805501	-56.6556	19.4045	
0.805383	-56.6548	19.4038	
0.805254	-56.6539	19.4031	
0.805115	-56.6529	19.4024	
0.804967	-56.6518	19.4016	
0.804808	-56.6507	19.4008	
0.804639	-56.6495	19.3999	
0.804461	-56.6482	19.399	
0.804273	-56.6469	19.3981	
0.804075	-56.6455	19.3971	
0.803868	-56.644	19.3961	
0.803651	-56.6425	19.3951	
0.803425	-56.6409	19.3941	
0.80319	-56.6392	19.393	
0.802945	-56.6375	19.3918	
0.80269	-56.6357	19.3907	
0.802427	-56.6338	19.3895	
0.802155	-56.6319	19.3883	
0.801873	-56.6299	19.387	
0.801583	-56.6278	19.3858	
0.801284	-56.6257	19.3845	
0.800975	-56.6235	19.3831	
0.800659	-56.6213	19.3817	
0.800333	-56.6189	19.3803	
0.799999	-56.6166	19.3789	
0.799656	-56.6141	19.3775	
0.799305	-56.6117	19.376	
0.798946	-56.6091	19.3745	
0.798579	-56.6065	19.3729	
0.798203	-56.6038	19.3713	
0.797819	-56.6011	19.3697	
0.797427	-56.5983	19.3681	
0.797027	-56.5955	19.3664	
0.796619	-56.5926	19.3648	
0.796203	-56.5897	19.3631	
0.79578	-56.5867	19.3613	
0.795349	-56.5836	19.3596	
0.794911	-56.5805	19.3578	
0.794464	-56.5773	19.356	
0.794011	-56.5741	19.3541	
0.79355	-56.5709	19.3523	
0.793082	-56.5675	19.3504	
0.792607	-56.5642	19.3485	
0.792125	-56.5608	19.3465	
0.791636	-56.5573	19.3446	
0.79114	-56.5538	19.3426	
0.790637	-56.5502	19.3406	
0.790127	-56.5466	19.3386	
0.789611	-56.5429	19.3365	
0.789088	-56.5392	19.3344	
0.788559	-56.5355	19.3324	
0.788023	-56.5317	19.3302	
0.787481	-56.5279	19.3281	
0.786933	-56.524	19.3259	
0.786378	-56.5201	19.3238	
0.785818	-56.5161	19.3216	
0.785251	-56.5121	19.3194	
0.784679	-56.508	19.3171	
0.784101	-56.5039	19.3149	
0.783517	-56.4998	19.3126	
0.782927	-56.4956	19.3103	
0.782332	-56.4914	19.308	
0.781732	-56.4872	19.3057	
0.781126	-56.4829	19.3033	
0.780515	-56.4785	19.301	
0.779899	-56.4742	19.2986	
0.779277	-56.4698	19.2962	
0.778651	-56.4653	19.2938	
0.778019	-56.4609	19.2913	
0.777383	-56.4564	19.2889	
0.776742	-56.4518	19.2864	
0.776097	-56.4473	19.284	
0.775446	-56.4427	19.2815	
0.774792	-56.438	19.279	
0.774132	-56.4334	19.2765	
0.773469	-56.4287	19.2739	
0.772801	-56.424	19.2714	
0.772129	-56.4192	19.2688	
0.771454	-56.4144	19.2663	
