-3.93089	207.848	-15.7283	-0.679142	0.00150955	0.00260822	
-3.5554	207.821	-15.5424	-0.68133	-0.00190481	0.00324433	
-3.55927	207.851	-15.5466	-0.68145	-0.00189893	0.00323006	
-3.56311	207.88	-15.5508	-0.681568	-0.00189238	0.00321465	
-3.56693	207.91	-15.555	-0.681686	-0.00188528	0.00319851	
-3.57071	207.939	-15.5591	-0.681803	-0.00187775	0.00318175	
-3.57445	207.967	-15.5632	-0.681919	-0.0018699	0.00316448	
-3.57816	207.996	-15.5673	-0.682034	-0.00186177	0.00314675	
-3.58184	208.024	-15.5713	-0.682149	-0.00185334	0.00312858	
-3.58547	208.052	-15.5753	-0.682263	-0.0018446	0.00310995	
-3.58907	208.08	-15.5792	-0.682376	-0.00183556	0.00309085	
-3.59264	208.107	-15.5831	-0.682489	-0.00182622	0.00307128	
-3.59616	208.135	-15.587	-0.682601	-0.00181657	0.00305126	
-3.59965	208.162	-15.5909	-0.682712	-0.00180663	0.00303079	
-3.6031	208.188	-15.5947	-0.682822	-0.0017964	0.0030099	
-3.60652	208.215	-15.5984	-0.682931	-0.0017859	0.00298859	
-3.60989	208.241	-15.6022	-0.68304	-0.00177512	0.00296688	
-3.61323	208.267	-15.6059	-0.683148	-0.00176407	0.00294476	
-3.61653	208.293	-15.6095	-0.683255	-0.00175275	0.00292225	
-3.61979	208.318	-15.6131	-0.683362	-0.00174118	0.00289937	
-3.62301	208.344	-15.6167	-0.683468	-0.00172935	0.00287611	
-3.6262	208.369	-15.6203	-0.683572	-0.00171727	0.0028525	
-3.62935	208.393	-15.6238	-0.683676	-0.00170496	0.00282854	
-3.63245	208.418	-15.6272	-0.68378	-0.0016924	0.00280424	
-3.63552	208.442	-15.6307	-0.683882	-0.00167962	0.00277961	
-3.63855	208.466	-15.6341	-0.683984	-0.00166661	0.00275466	
-3.64155	208.49	-15.6374	-0.684084	-0.00165338	0.00272941	
-3.6445	208.513	-15.6407	-0.684184	-0.00163994	0.00270385	
-3.64741	208.536	-15.644	-0.684283	-0.00162629	0.00267802	
-3.65029	208.559	-15.6472	-0.684381	-0.00161244	0.0026519	
-3.65312	208.582	-15.6504	-0.684479	-0.0015984	0.00262552	
-3.65592	208.604	-15.6536	-0.684575	-0.00158416	0.00259889	
-3.65867	208.626	-15.6567	-0.684671	-0.00156974	0.00257201	
-3.66139	208.648	-15.6598	-0.684765	-0.00155515	0.0025449	
-3.66407	208.669	-15.6628	-0.684859	-0.00154039	0.00251756	
-3.6667	208.69	-15.6658	-0.684952	-0.00152546	0.00249001	
-3.6693	208.711	-15.6687	-0.685044	-0.00151037	0.00246226	
-3.67186	208.732	-15.6717	-0.685135	-0.00149513	0.00243431	
-3.67438	208.752	-15.6745	-0.685225	-0.00147974	0.00240619	
-3.67686	208.772	-15.6774	-0.685315	-0.00146421	0.00237789	
-3.67929	208.792	-15.6802	-0.685403	-0.00144855	0.00234943	
-3.68169	208.812	-15.6829	-0.68549	-0.00143276	0.00232082	
-3.68405	208.831	-15.6856	-0.685577	-0.00141685	0.00229208	
-3.68637	208.85	-15.6883	-0.685663	-0.00140082	0.0022632	
-3.68865	208.869	-15.6909	-0.685747	-0.00138468	0.0022342	
-3.69089	208.887	-15.6935	-0.685831	-0.00136844	0.00220509	
-3.69309	208.905	-15.6961	-0.685914	-0.00135211	0.00217589	
-3.69525	208.923	-15.6986	-0.685996	-0.00133568	0.0021466	
-3.69737	208.941	-15.7011	-0.686077	-0.00131916	0.00211722	
-3.69945	208.958	-15.7035	-0.686157	-0.00130257	0.00208778	
-3.70148	208.975	-15.7059	-0.686236	-0.0012859	0.00205828	
-3.70348	208.992	-15.7082	-0.686314	-0.00126916	0.00202873	
-3.70544	209.008	-15.7105	-0.686391	-0.00125237	0.00199915	
-3.70736	209.025	-15.7128	-0.686467	-0.00123551	0.00196953	
-3.70924	209.04	-15.715	-0.686542	-0.00121861	0.00193989	
-3.71108	209.056	-15.7172	-0.686617	-0.00120167	0.00191025	
-3.71288	209.071	-15.7193	-0.68669	-0.00118468	0.0018806	
-3.71464	209.086	-15.7214	-0.686762	-0.00116767	0.00185096	
-3.71635	209.101	-15.7235	-0.686833	-0.00115063	0.00182135	
-3.71803	209.116	-15.7255	-0.686904	-0.00113357	0.00179175	
-3.71967	209.13	-15.7275	-0.686973	-0.00111649	0.0017622	
-3.72127	209.144	-15.7294	-0.687041	-0.0010994	0.00173269	
-3.72283	209.157	-15.7313	-0.687109	-0.00108231	0.00170324	
-3.72435	209.171	-15.7332	-0.687175	-0.00106523	0.00167385	
-3.72583	209.184	-15.735	-0.687241	-0.00104815	0.00164453	
-3.72727	209.197	-15.7368	-0.687305	-0.00103108	0.00161529	
-3.72868	209.209	-15.7385	-0.687368	-0.00101403	0.00158615	
-3.73004	209.221	-15.7402	-0.687431	-0.000997005	0.0015571	
-3.73136	209.233	-15.7418	-0.687492	-0.000980008	0.00152816	
-3.73264	209.245	-15.7435	-0.687553	-0.000963045	0.00149933	
-3.73389	209.256	-15.745	-0.687612	-0.000946122	0.00147063	
-3.73509	209.267	-15.7466	-0.687671	-0.000929243	0.00144205	
-3.73626	209.278	-15.748	-0.687728	-0.000912414	0.00141362	
-3.73738	209.289	-15.7495	-0.687784	-0.000895639	0.00138533	
-3.73847	209.299	-15.7509	-0.68784	-0.000878923	0.0013572	
-3.73952	209.309	-15.7523	-0.687894	-0.000862271	0.00132922	
-3.74053	209.318	-15.7536	-0.687948	-0.000845688	0.00130142	
-3.7415	209.328	-15.7549	-0.688	-0.000829178	0.00127379	
-3.74244	209.337	-15.7561	-0.688052	-0.000812747	0.00124635	
-3.74333	209.346	-15.7573	-0.688102	-0.000796399	0.00121909	
