0	0	0	-0.0277611	0.105757	
0	0	0	-0.00402524	0.10967	
0	0	0	-0.00406416	0.111536	
0	0	0	-0.00410384	0.113377	
0	0	0	-0.00414394	0.115199	
0	0	0	-0.00418345	0.117006	
0	0	0	-0.00422224	0.118797	
0	0	0	-0.0042603	0.120574	
0	0	0	-0.00429765	0.122337	
0	0	0	-0.00433429	0.124085	
0	0	0	-0.00437023	0.125818	
0	0	0	-0.00440548	0.127535	
0	0	0	-0.00444003	0.129237	
0	0	0	-0.00447388	0.130924	
0	0	0	-0.00450703	0.132595	
0	0	0	-0.00453948	0.13425	
0	0	0	-0.00457124	0.135889	
0	0	0	-0.00460229	0.137513	
0	0	0	-0.00463266	0.139121	
0	0	0	-0.00466232	0.140713	
0	0	0	-0.0046913	0.142289	
0	0	0	-0.00471958	0.143849	
0	0	0	-0.00474717	0.145392	
0	0	0	-0.00477406	0.146919	
0	0	0	-0.00480027	0.14843	
0	0	0	-0.00482579	0.149925	
0	0	0	-0.00485062	0.151403	
0	0	0	-0.00487477	0.152864	
0	0	0	-0.00489823	0.154309	
0	0	0	-0.00492101	0.155737	
0	0	0	-0.00494311	0.157149	
0	0	0	-0.00496452	0.158544	
0	0	0	-0.00498526	0.159921	
0	0	0	-0.00500533	0.161282	
0	0	0	-0.00502471	0.162626	
0	0	0	-0.00504343	0.163954	
0	0	0	-0.00506147	0.165264	
0	0	0	-0.00507884	0.166556	
0	0	0	-0.00509555	0.167832	
0	0	0	-0.00511159	0.169091	
0	0	0	-0.00512697	0.170332	
0	0	0	-0.00514168	0.171557	
0	0	0	-0.00515574	0.172763	
0	0	0	-0.00516914	0.173953	
0	0	0	-0.00518188	0.175125	
0	0	0	-0.00519397	0.17628	
0	0	0	-0.00520542	0.177418	
0	0	0	-0.00521621	0.178538	
0	0	0	-0.00522636	0.17964	
0	0	0	-0.00523586	0.180725	
0	0	0	-0.00524473	0.181793	
0	0	0	-0.00525296	0.182843	
0	0	0	-0.00526055	0.183876	
0	0	0	-0.00526751	0.184891	
0	0	0	-0.00527384	0.185888	
0	0	0	-0.00527954	0.186868	
0	0	0	-0.00528462	0.18783	
0	0	0	-0.00528908	0.188775	
0	0	0	-0.00529292	0.189702	
0	0	0	-0.00529614	0.190612	
0	0	0	-0.00529875	0.191504	
0	0	0	-0.00530076	0.192378	
0	0	0	-0.00530215	0.193235	
0	0	0	-0.00530294	0.194074	
0	0	0	-0.00530313	0.194895	
0	0	0	-0.00530273	0.195699	
0	0	0	-0.00530173	0.196485	
0	0	0	-0.00530014	0.197254	
0	0	0	-0.00529796	0.198005	
0	0	0	-0.0052952	0.198739	
0	0	0	-0.00529186	0.199455	
0	0	0	-0.00528794	0.200154	
0	0	0	-0.00528345	0.200835	
0	0	0	-0.00527839	0.201498	
0	0	0	-0.00527276	0.202145	
0	0	0	-0.00526657	0.202773	
0	0	0	-0.00525982	0.203385	
0	0	0	-0.00525251	0.203979	
0	0	0	-0.00524465	0.204555	
0	0	0	-0.00523624	0.205114	
0	0	0	-0.00522729	0.205656	
0	0	0	-0.0052178	0.206181	
0	0	0	-0.00520776	0.206688	
0	0	0	-0.0051972	0.207179	
0	0	0	-0.0051861	0.207652	
0	0	0	-0.00517448	0.208108	
0	0	0	-0.00516234	0.208546	
0	0	0	-0.00514968	0.208968	
0	0	0	-0.00513651	0.209373	
0	0	0	-0.00512282	0.209761	
0	0	0	-0.00510863	0.210132	
0	0	0	-0.00509394	0.210486	
0	0	0	-0.00507875	0.210823	
0	0	0	-0.00506306	0.211144	
0	0	0	-0.00504689	0.211448	
0	0	0	-0.00503023	0.211735	
0	0	0	-0.00501309	0.212006	
0	0	0	-0.00499547	0.21226	
0	0	0	-0.00497738	0.212497	
0	0	0	-0.00495881	0.212718	
0	0	0	-0.00493979	0.212923	
0	0	0	-0.0049203	0.213112	
0	0	0	-0.00490036	0.213284	
0	0	0	-0.00487997	0.21344	
0	0	0	-0.00485913	0.21358	
0	0	0	-0.00483784	0.213704	
0	0	0	-0.00481612	0.213812	
0	0	0	-0.00479396	0.213904	
0	0	0	-0.00477138	0.21398	
0	0	0	-0.00474837	0.21404	
0	0	0	-0.00472494	0.214084	
0	0	0	-0.00470108	0.214113	
0	0	0	-0.00467681	0.214127	
0	0	0	-0.00465214	0.214125	
0	0	0	-0.00462706	0.214107	
0	0	0	-0.00460159	0.214074	
0	0	0	-0.00457575	0.214027	
0	0	0	-0.00454948	0.213964	
0	0	0	-0.00452284	0.213886	
0	0	0	-0.00449582	0.213793	
0	0	0	-0.00446842	0.213685	
0	0	0	-0.00444066	0.213562	
0	0	0	-0.00441252	0.213424	
0	0	0	-0.00438402	0.213272	
0	0	0	-0.00435517	0.213105	
0	0	0	-0.00432596	0.212924	
0	0	0	-0.00429641	0.212728	
0	0	0	-0.00426651	0.212518	
0	0	0	-0.00423627	0.212294	
0	0	0	-0.0042057	0.212056	
0	0	0	-0.00417479	0.211804	
0	0	0	-0.00414357	0.211537	
0	0	0	-0.00411202	0.211257	
0	0	0	-0.00408016	0.210964	
0	0	0	-0.00404798	0.210656	
0	0	0	-0.0040155	0.210335	
0	0	0	-0.00398272	0.210001	
0	0	0	-0.00394964	0.209653	
0	0	0	-0.00391627	0.209292	
0	0	0	-0.00388261	0.208918	
0	0	0	-0.00384867	0.208531	
0	0	0	-0.00381445	0.208131	
0	0	0	-0.00377996	0.207719	
0	0	0	-0.0037452	0.207293	
